customer_id,recency_days,frequency,monetary,avg_ticket,total_items,cluster
12498.0,22,3,403.70000000000005,17.55217391304348,159,2
12500.0,24,11,4257.82,69.80032786885245,2678,0
12501.0,337,1,2169.39,14.559664429530201,1783,2
12502.0,96,5,3723.87,25.332448979591835,820,2
12504.0,19,2,482.04999999999995,53.5611111111111,90,1
12506.0,233,1,73.5,3.1956521739130435,23,3
12507.0,135,3,1304.81,62.13380952380952,894,1
12508.0,27,2,398.27,5.772028985507246,272,2
12509.0,285,1,176.5,25.214285714285715,55,3
12510.0,143,2,982.5699999999999,29.774848484848484,353,2
12512.0,67,2,138.03,4.059705882352941,99,3
12513.0,113,1,612.29,17.494,462,3
12514.0,268,1,1017.68,19.954509803921567,440,3
12515.0,354,1,383.7,23.98125,131,3
12516.0,78,2,1312.06,50.46384615384615,875,1
12517.0,29,5,2502.84,8.812816901408452,1371,2
12518.0,1,5,2056.89,16.58782258064516,1318,0
12519.0,64,1,340.84,18.935555555555553,183,3
12520.0,80,5,2634.26,17.330657894736845,1439,2
12521.0,143,1,599.68,15.781052631578946,309,3
12522.0,40,2,192.72,16.06,194,3
12523.0,20,11,1789.77,16.884622641509434,865,0
12524.0,10,8,4485.72,31.150833333333335,3699,0
12526.0,1,3,1316.66,18.54450704225352,632,2
12527.0,82,3,348.71000000000004,19.37277777777778,234,3
12528.0,10,6,1933.48,21.01608695652174,756,2
12530.0,60,4,1662.28,25.186060606060607,913,2
12531.0,15,1,125.22,7.365882352941177,45,3
12532.0,31,1,349.83000000000004,21.864375000000003,153,3
12534.0,131,1,1089.18,17.28857142857143,651,2
12535.0,92,2,716.35,21.069117647058825,219,3
12536.0,44,3,12601.830000000002,48.282873563218395,2803,0
12538.0,30,1,363.95,17.33095238095238,191,3
12539.0,23,4,5568.35,20.396886446886448,2067,0
12540.0,20,17,13400.24,28.03397489539749,6685,0
12541.0,30,3,981.18,18.868846153846153,680,2
12544.0,37,1,372.7,19.61578947368421,136,3
12545.0,76,2,1000.39,20.0078,523,2
12546.0,47,2,1161.5,16.833333333333332,633,2
12547.0,198,2,207.79999999999998,25.974999999999998,134,3
12548.0,167,1,95.19999999999999,19.04,49,3
12550.0,80,1,964.83,16.92684210526316,569,2
12551.0,358,1,168.0,16.8,100,3
12552.0,39,2,437.82,21.891,88,3
12553.0,9,10,3692.28,19.33130890052356,1965,0
12556.0,51,2,603.71,4.989338842975207,358,2
12557.0,17,5,11990.960000000001,363.36242424242425,4384,1
12558.0,8,1,269.96,24.54181818181818,196,2
12559.0,311,2,561.71,26.74809523809524,283,3
12560.0,6,3,2134.01,20.323904761904764,1110,2
12561.0,303,1,238.85,14.928125,177,3
12562.0,9,7,3781.7400000000002,22.510357142857146,1779,0
12564.0,262,1,456.9,21.757142857142856,133,3
12565.0,289,1,145.92,16.21333333333333,80,3
12566.0,87,1,351.65,18.507894736842104,265,3
12567.0,23,10,9401.28,21.079103139013455,4305,0
12569.0,3,32,4124.69,21.939840425531912,1801,0
12571.0,40,2,519.61,15.28264705882353,523,2
12572.0,9,2,1020.42,17.006999999999998,452,2
12573.0,228,1,160.54000000000002,5.733571428571429,84,3
12574.0,316,1,218.45,19.85909090909091,61,3
12576.0,36,5,1315.83,14.952613636363635,967,2
12577.0,36,3,657.8,4.474829931972788,472,2
12578.0,22,2,2794.51,24.51324561403509,1196,2
12579.0,79,1,440.42,15.18689655172414,285,3
12580.0,247,1,415.7,17.320833333333333,238,3
12581.0,40,1,197.71,13.180666666666667,161,3
12582.0,239,2,511.36,23.243636363636366,300,3
12583.0,3,15,7281.38,29.47927125506073,5060,0
12584.0,4,9,2338.15,24.355729166666666,416,0
12585.0,235,2,2040.1,23.44942528735632,1279,2
12586.0,18,1,196.94000000000003,17.903636363636366,79,3
12587.0,8,1,144.0,36.0,51,3
12588.0,40,1,214.89999999999998,21.49,53,3
12589.0,29,2,646.68,18.47657142857143,306,2
12590.0,212,2,9864.26,145.06264705882353,4283,1
12591.0,318,1,452.84999999999997,17.41730769230769,228,3
12592.0,93,2,437.6,24.311111111111114,290,3
12593.0,109,3,418.09999999999997,19.909523809523808,206,3
12594.0,38,10,3338.2200000000003,28.290000000000003,1777,0
12596.0,52,2,618.27,22.898888888888887,474,2
12597.0,20,4,3811.22,18.50106796116505,2236,0
12598.0,10,8,3023.08,22.902121212121212,1964,0
12599.0,30,7,1032.58,16.654516129032256,956,2
12600.0,29,10,2599.04,40.61,774,0
12601.0,190,5,577.0600000000001,20.609285714285715,245,2
12602.0,59,1,153.12,12.76,162,3
12603.0,22,1,739.1999999999999,369.59999999999997,63,1
12604.0,80,2,254.18,15.88625,201,3
12607.0,61,1,1579.51,15.63871287128713,1228,2
12609.0,79,3,1126.85,18.78083333333333,648,2
12610.0,23,5,2099.54,19.80698113207547,1049,2
12611.0,53,1,1193.32,18.35876923076923,846,2
12612.0,75,1,704.0400000000001,37.054736842105264,262,3
12613.0,58,5,3344.38,21.858692810457516,1644,2
12614.0,278,1,315.6,15.780000000000001,76,3
12615.0,3,4,2291.19,21.820857142857143,1376,0
12616.0,96,2,713.3,22.290625,284,3
12617.0,30,1,355.53,8.465,213,3
12618.0,22,1,177.31,16.11909090909091,96,3
12619.0,17,9,3641.24,40.45822222222222,3378,0
12620.0,15,3,1339.41,14.558804347826088,1181,2
12621.0,2,20,13689.67,29.31406852248394,7440,0
12622.0,233,1,180.1,16.37272727272727,69,3
12623.0,277,1,305.1,16.950000000000003,191,3
12624.0,107,2,641.13,16.87184210526316,355,3
12625.0,212,2,2683.82,31.207209302325584,1612,2
12626.0,24,9,6620.48,22.51863945578231,3453,0
12627.0,11,7,4478.53,19.47186956521739,2752,0
12628.0,5,3,786.46,19.181951219512197,448,2
12630.0,10,2,1270.88,19.8575,548,2
12631.0,58,1,640.5,20.661290322580644,236,3
12633.0,59,4,2163.98,21.425544554455445,1162,2
12635.0,90,2,1689.18,16.724554455445546,1172,2
12637.0,68,8,6021.9,15.440769230769229,3002,0
12638.0,34,1,671.69,17.222820512820515,577,2
12639.0,239,1,486.1,22.095454545454547,201,3
12640.0,24,3,1174.58,22.16188679245283,311,2
12641.0,116,1,185.9,18.59,72,3
12642.0,26,3,1013.26,21.558723404255318,552,2
12643.0,129,6,3344.64,139.35999999999999,1808,1
12644.0,130,1,477.91,15.416451612903227,325,3
12645.0,34,4,1775.18,24.31753424657534,1084,2
12646.0,5,2,1346.97,29.932666666666666,897,2
12647.0,23,12,3722.82,30.76710743801653,1431,0
12648.0,155,1,318.05,15.145238095238096,160,3
12649.0,108,3,623.51,20.113225806451613,586,2
12650.0,4,1,314.44,15.722,254,2
12651.0,335,1,114.0,12.666666666666666,78,3
12652.0,332,1,919.98,19.16625,505,3
12653.0,149,2,2209.85,51.391860465116274,919,1
12654.0,11,5,601.98,15.841578947368422,264,2
12656.0,18,5,4051.17,32.152142857142856,1723,0
12657.0,12,4,1643.18,34.961276595744685,1044,2
12658.0,19,1,686.05,19.056944444444444,320,2
12659.0,30,1,91.68,18.336000000000002,105,3
12660.0,12,1,245.1,18.853846153846153,127,3
12662.0,1,11,3849.78,16.73817391304348,2058,0
12664.0,9,9,4881.88,131.94270270270272,1203,0
12665.0,325,1,63.0,21.0,37,3
12667.0,59,1,620.13,18.791818181818183,395,3
12668.0,12,4,3807.15,23.64689440993789,1634,0
12669.0,151,3,2744.0299999999997,27.168613861386135,1115,2
12670.0,11,5,2996.05,32.56576086956522,1397,0
12672.0,330,1,225.89999999999998,22.589999999999996,78,3
12673.0,6,2,610.52,14.536190476190475,351,2
12674.0,39,4,1970.6,23.742168674698792,1133,2
12676.0,25,6,1331.39,29.586444444444446,670,2
12678.0,43,12,17628.46,106.83915151515151,10923,0
12679.0,59,4,1113.02,23.187916666666666,554,2
12680.0,1,4,862.81,16.592499999999998,443,2
12681.0,15,22,13787.54,21.610564263322885,7536,0
12682.0,4,31,12288.22,23.406133333333333,5575,0
12683.0,5,15,8476.57,24.641191860465117,4987,0
12684.0,8,7,2283.63,21.748857142857144,1985,0
12685.0,29,6,2863.08,18.236178343949042,1523,0
12686.0,372,1,89.14,12.734285714285715,107,3
12688.0,114,1,4873.8099999999995,28.501812865497072,3028,2
12689.0,26,2,1247.61,17.327916666666667,628,2
12690.0,206,1,389.01,24.313125,106,3
12691.0,29,6,1035.8,32.36875,394,2
12693.0,128,4,855.91,21.946410256410257,255,2
12694.0,71,2,869.67,23.504594594594593,509,2
12695.0,8,4,582.1,21.55925925925926,220,2
12697.0,29,3,957.59,23.355853658536585,508,2
12700.0,8,4,4939.99,18.432798507462685,2967,0
12701.0,80,2,797.71,15.051132075471699,678,2
12702.0,20,1,219.0,18.25,53,3
12703.0,72,1,283.55,13.502380952380953,164,3
12704.0,8,8,2340.84,26.600454545454546,1006,0
12705.0,16,9,6868.29,20.56374251497006,3997,0
12707.0,292,1,603.42,18.285454545454545,256,3
12708.0,30,10,2712.91,17.27968152866242,1307,0
12709.0,16,15,9736.52,46.81019230769231,3936,0
12710.0,97,3,1149.02,14.922337662337663,851,2
12712.0,29,13,4396.13,33.053609022556394,1062,0
12713.0,1,1,848.55,22.330263157894734,508,2
12714.0,10,5,4708.86,18.18092664092664,3069,0
12715.0,107,1,353.86,16.85047619047619,197,3
12716.0,4,2,1053.49,15.267971014492753,708,2
12717.0,152,2,1030.98,18.74509090909091,506,2
12718.0,72,1,238.25,12.539473684210526,203,3
12719.0,6,2,644.95,16.53717948717949,374,2
12720.0,3,25,5781.73,16.332570621468925,4672,0
12721.0,32,6,2656.13,16.497701863354038,1959,0
12722.0,86,4,997.63,18.82320754716981,566,2
12723.0,4,5,725.07,10.508260869565218,434,2
12724.0,6,4,1031.41,19.460566037735852,445,2
12725.0,372,1,427.8,17.825,164,3
12726.0,29,7,2609.1,21.041129032258063,3143,0
12727.0,11,7,3980.7,28.638129496402875,2098,0
12728.0,72,4,836.33,18.18108695652174,419,2
12729.0,114,1,453.01,17.423461538461538,233,3
12731.0,24,12,18895.91,68.96317518248175,8437,0
12732.0,180,1,236.26000000000002,19.688333333333336,111,3
12733.0,235,1,383.95,17.452272727272728,137,3
12734.0,353,1,110.39999999999999,27.599999999999998,88,3
12735.0,316,2,779.5699999999999,18.12953488372093,368,3
12736.0,333,1,234.0,58.5,173,3
12738.0,373,1,155.35,14.122727272727273,148,3
12739.0,79,2,1013.04,26.658947368421053,486,2
12740.0,64,1,427.6,15.837037037037037,342,3
12743.0,135,2,546.43,4.077835820895522,319,3
12744.0,52,7,21279.29,95.85265765765766,5241,0
12747.0,3,11,4196.01,40.737961165048546,1275,0
12748.0,1,209,33719.73,7.338352557127313,25747,0
12749.0,4,5,4090.88,20.55718592964824,1471,0
12750.0,129,1,275.88,18.392,137,3
12752.0,82,1,4366.78,82.3920754716981,2262,1
12753.0,23,6,21429.39,108.77862944162436,11421,0
12754.0,236,3,3010.74,47.78952380952381,6481,1
12755.0,281,2,3811.95,952.9875,1491,1
12756.0,87,1,112.07999999999998,28.019999999999996,144,3
12757.0,16,13,7857.1,21.178167115902966,2402,0
12758.0,117,2,2791.59,28.779278350515465,2135,2
12759.0,53,3,1531.44,16.12042105263158,902,2
12762.0,8,2,1898.52,27.51478260869565,1227,2
12763.0,139,2,494.08,27.448888888888888,316,3
12764.0,317,1,1693.88,37.64177777777778,386,1
12766.0,4,7,6989.63,22.547193548387096,3646,0
12769.0,239,1,1143.6,35.7375,356,1
12770.0,211,1,1351.45,112.62083333333334,743,1
12772.0,60,1,892.47,16.226727272727274,556,2
12775.0,18,5,1386.04,21.00060606060606,877,2
12778.0,20,6,822.23,16.4446,825,2
12779.0,38,8,3981.36,26.72053691275168,2024,0
12781.0,64,2,826.74,33.0696,671,2
12782.0,5,5,2330.92,22.630291262135923,1086,0
12783.0,3,6,2225.91,26.49892857142857,624,0
12784.0,10,2,574.42,9.73593220338983,300,2
12785.0,365,1,311.95,22.282142857142855,131,3
12787.0,10,3,463.66,23.183,261,2
12789.0,66,1,91.85,22.9625,4,3
12790.0,193,1,324.92,15.472380952380954,166,3
12791.0,374,1,192.60000000000002,96.30000000000001,97,1
12792.0,257,1,400.53999999999996,16.0216,217,3
12793.0,335,2,545.48,22.728333333333335,295,3
12794.0,54,2,860.41,19.12022222222222,592,2
12795.0,19,1,430.48,30.74857142857143,68,3
12797.0,366,1,254.03,19.540769230769232,118,3
12798.0,11,3,6977.04,872.13,5256,1
12802.0,187,1,427.58,17.1032,314,3
12808.0,37,3,483.65000000000003,17.273214285714285,188,2
12809.0,178,1,489.31,19.572400000000002,220,3
12811.0,261,3,514.85,16.608064516129033,230,3
12812.0,45,1,229.64000000000001,15.309333333333335,164,3
12814.0,102,1,125.92,62.96,49,3
12815.0,148,2,1063.46,22.6268085106383,379,2
12816.0,96,2,572.2,19.731034482758623,128,3
12817.0,282,1,166.04,41.51,53,3
12818.0,262,1,1542.08,110.14857142857143,929,1
12820.0,4,4,942.34,15.97186440677966,722,2
12821.0,215,1,92.72,15.453333333333333,70,3
12822.0,71,2,948.88,20.62782608695652,550,2
12823.0,75,5,1759.5,351.9,230,1
12824.0,60,1,397.12,15.8848,232,3
12826.0,3,7,1474.72,16.205714285714286,1058,0
12827.0,6,3,430.15000000000003,17.206000000000003,197,2
12828.0,3,6,1018.71,18.19125,494,2
12829.0,337,2,293.0,26.636363636363637,376,3
12830.0,38,6,6814.64,179.33263157894737,9848,0
12831.0,263,1,215.05,23.894444444444446,135,3
12832.0,33,2,383.03,14.186296296296295,195,3
12833.0,146,1,417.38,17.390833333333333,156,3
12834.0,283,1,312.38,17.354444444444443,110,3
12836.0,60,4,2612.86,14.930628571428572,1064,2
12837.0,174,1,134.1,11.174999999999999,24,3
12838.0,34,2,683.13,5.55390243902439,359,2
12839.0,3,14,5591.42,17.80707006369427,3807,0
12840.0,144,4,2726.77,24.13070796460177,1511,2
12841.0,5,25,4022.35,9.577023809523808,2757,0
12842.0,71,2,1118.99,32.9114705882353,547,2
12843.0,66,8,1702.26,16.526796116504855,781,2
12844.0,30,2,325.96000000000004,6.268461538461539,125,3
12845.0,268,4,354.09,13.114444444444443,204,3
12847.0,23,1,871.54,9.577362637362636,909,2
12849.0,32,2,1050.8899999999999,20.6056862745098,623,2
12851.0,97,1,135.18,2.7036000000000002,109,3
12852.0,295,1,311.55,18.326470588235296,149,3
12853.0,135,6,1957.1000000000001,25.09102564102564,800,2
12854.0,79,3,1324.5,12.040909090909091,627,2
12855.0,373,1,38.1,12.700000000000001,30,3
12856.0,8,6,2179.93,6.942452229299363,1079,2
12857.0,211,2,1106.4,24.05217391304348,343,3
12863.0,53,1,521.2,104.24000000000001,188,1
12864.0,139,1,147.12,49.04,216,3
12865.0,27,2,1568.23,16.507684210526318,925,2
12866.0,284,1,559.12,21.504615384615384,171,3
12867.0,27,7,4036.82,7.503382899628253,4298,0
12868.0,186,6,1607.0600000000002,15.0192523364486,928,2
12871.0,85,2,380.64,34.60363636363636,200,3
12872.0,327,2,599.97,9.090454545454547,319,3
12873.0,283,1,374.0,93.5,128,1
12875.0,144,2,343.2300000000001,171.61500000000004,2019,1
12876.0,58,2,2218.02,26.09435294117647,1941,2
12877.0,4,12,1535.77,9.972532467532467,1178,0
12878.0,237,2,854.99,18.191276595744682,547,2
12879.0,45,3,573.22,57.322,370,1
12881.0,276,1,298.0,42.57142857142857,21,3
12882.0,10,2,1463.04,112.54153846153847,246,1
12883.0,25,4,703.47,16.749285714285715,196,2
12884.0,89,1,309.05,44.15,43,3
12885.0,64,3,1175.22,16.552394366197184,655,2
12886.0,68,2,1378.4,16.809756097560978,770,2
12888.0,215,2,354.12,70.824,76,1
12890.0,25,1,380.46999999999997,4.639878048780488,259,3
12891.0,186,3,331.0,110.33333333333333,950,1
12893.0,31,1,188.14,5.533529411764706,96,3
12895.0,43,2,372.8,16.945454545454545,210,3
12897.0,205,2,216.5,54.125,110,3
12901.0,9,28,17654.54,152.19431034482758,23075,0
12902.0,265,1,138.68,13.868,66,3
12904.0,19,2,509.58,7.0775,302,2
12906.0,12,5,2919.81,46.34619047619047,1749,0
12908.0,177,2,750.0,375.0,1200,1
12909.0,40,5,2178.67,23.941428571428574,1280,2
12910.0,24,8,3075.04,41.00053333333333,1692,0
12912.0,3,5,1662.3,69.2625,670,0
12913.0,5,5,2483.63,49.6726,1419,0
12915.0,149,2,363.65,16.529545454545453,93,3
12916.0,139,4,3006.15,28.094859813084113,1119,2
12917.0,129,1,594.0,297.0,120,1
12919.0,9,6,1335.19,26.7038,673,2
12920.0,18,1,164.23,5.8653571428571425,129,3
12921.0,10,37,16587.09,23.037625,9526,0
12922.0,162,1,405.38,14.477857142857143,370,3
12923.0,65,1,176.97,6.102413793103448,69,3
12924.0,89,4,933.7,31.123333333333335,481,2
12925.0,5,2,694.05,15.423333333333332,541,2
12928.0,36,5,2062.7000000000003,24.555952380952384,1472,2
12929.0,312,1,117.85,14.73125,37,3
12930.0,79,2,415.8,16.632,252,3
12931.0,22,15,42055.96,512.8775609756098,28004,0
12933.0,25,3,607.53,5.7314150943396225,499,2
12935.0,3,7,2160.7,16.749612403100773,1853,0
12936.0,18,4,1063.9,17.15967741935484,559,2
12937.0,16,4,1504.27,12.535583333333333,1007,2
12938.0,26,1,114.14,12.682222222222222,140,3
12939.0,65,8,11581.8,246.42127659574467,4876,0
12940.0,55,2,913.54,9.227676767676767,411,2
12942.0,132,3,683.9,9.118666666666666,203,3
12944.0,36,2,604.51,20.150333333333332,289,2
12945.0,289,1,462.95,20.128260869565217,165,3
12947.0,144,6,1603.99,16.535979381443298,1165,2
12948.0,17,7,2064.95,17.801293103448273,1080,0
12949.0,31,8,4167.22,19.382418604651164,2381,0
12950.0,3,3,1843.0,80.1304347826087,1380,0
12951.0,9,6,1064.07,16.89,503,2
12952.0,6,4,1387.79,17.566962025316457,653,2
12953.0,10,1,329.85,19.40294117647059,84,3
12955.0,2,11,4757.16,26.428666666666665,3664,0
12956.0,307,1,108.07,5.687894736842105,34,3
12957.0,10,8,4017.54,16.880420168067225,2549,0
12962.0,8,2,266.39,16.649375,129,2
12963.0,9,8,1856.63,19.54347368421053,881,0
12965.0,90,1,771.91,7.081743119266055,283,3
12966.0,10,1,160.18,16.018,75,3
12967.0,359,2,1660.9,87.41578947368421,438,1
12968.0,113,1,135.95,27.189999999999998,73,3
12970.0,8,4,452.24,2.9949668874172186,310,2
12971.0,4,86,11189.91,36.68822950819672,9289,0
12974.0,198,1,144.8,18.1,24,3
12976.0,212,1,738.6,33.57272727272727,561,3
12977.0,157,1,39.239999999999995,4.359999999999999,12,3
12980.0,158,9,7374.900000000001,368.745,886,1
12981.0,30,2,372.21999999999997,18.610999999999997,242,2
12982.0,243,1,390.54,13.947857142857144,288,3
12984.0,19,1,97.5,24.375,26,3
12985.0,1,2,1239.38,16.30763157894737,1533,2
12987.0,74,2,558.7,19.95357142857143,219,3
12988.0,293,1,535.32,5.818695652173914,136,3
12989.0,4,15,6924.110000000001,108.18921875000001,2943,0
12990.0,32,3,409.5,31.5,200,2
12991.0,24,2,503.76,16.25032258064516,405,2
12993.0,24,4,414.76,15.361481481481482,240,2
12994.0,5,3,974.4200000000001,15.97409836065574,459,2
12995.0,86,1,211.32,70.44,108,1
12997.0,23,4,1226.89,20.794745762711866,664,2
12999.0,197,3,455.88,16.28142857142857,342,3
13000.0,107,3,534.85,17.253225806451614,379,2
13001.0,5,13,9818.82,28.964070796460177,5505,0
13002.0,319,1,120.94999999999999,17.27857142857143,73,3
13003.0,106,3,149.05,24.84166666666667,103,3
13004.0,12,18,5655.91,13.999777227722772,4822,0
13005.0,174,2,513.7,19.75769230769231,172,3
13006.0,57,1,81.57,20.3925,55,3
13008.0,324,1,229.46999999999997,16.390714285714285,175,3
13011.0,373,1,50.550000000000004,16.85,13,3
13012.0,10,8,1661.8400000000001,18.6723595505618,824,0
13013.0,2,13,4810.9400000000005,21.967762557077627,2224,0
13014.0,11,10,3466.2799999999997,31.800733944954125,905,0
13015.0,54,5,3346.28,19.012954545454548,1617,2
13016.0,74,3,789.89,16.806170212765956,527,2
13017.0,8,1,204.0,204.0,48,1
13018.0,17,28,7277.7,15.890174672489083,5435,0
13021.0,5,9,2616.38,19.97236641221374,1352,0
13023.0,65,2,689.9,17.2475,286,2
13026.0,2,5,975.36,24.384,1620,0
13027.0,114,6,6912.0,265.84615384615387,17280,1
13028.0,23,2,661.3199999999999,14.695999999999998,798,2
13029.0,31,3,1247.5,124.75,134,1
13030.0,12,2,799.48,8.075555555555555,394,2
13032.0,53,2,1010.18,14.227887323943662,375,2
13033.0,358,1,190.55,17.322727272727274,83,3
13034.0,55,2,642.77,17.372162162162162,369,2
13035.0,74,2,921.88,34.1437037037037,644,2
13037.0,139,3,881.07,18.355625,431,2
13038.0,81,3,908.46,32.445,360,2
13040.0,9,2,676.99,15.743953488372092,355,2
13043.0,274,1,516.42,39.72461538461538,254,3
13044.0,292,1,560.47,16.983939393939394,429,3
13045.0,100,1,305.28000000000003,16.96,221,3
13046.0,31,2,629.31,17.980285714285714,264,2
13047.0,32,10,3237.54,18.822906976744186,1391,0
13048.0,15,4,1835.91,13.499338235294118,1238,2
13049.0,65,2,656.6800000000001,46.90571428571429,268,1
13050.0,15,17,5836.86,14.483523573200992,3748,0
13052.0,213,1,348.15000000000003,19.34166666666667,222,3
13055.0,79,3,1214.41,15.979078947368421,894,2
13058.0,25,3,271.40000000000003,33.925000000000004,52,3
13059.0,250,1,183.4,22.925,35,3
